symbol,timestamp,open,high,low,close,volume,oi
NSE:NIFTY2580724450CE,2025-07-31 09:15:10,329.15,333.85,329.15,331.6,225,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:15,331.6,331.6,331.6,331.6,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:20,336.4,336.4,336.4,336.4,75,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:25,336.4,336.4,336.4,336.4,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:30,337.65,337.65,337.65,337.65,75,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:35,336.5,337.1,336.5,337.1,525,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:40,337.1,337.1,337.1,337.1,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:45,337.1,337.1,337.1,337.1,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:50,337.1,337.1,337.1,337.1,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:15:55,337.1,337.1,337.1,337.1,0,19800
NSE:NIFTY2580724450CE,2025-07-31 09:16:00,333.3,334.2,331.3,331.3,1500,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:05,331.2,332.05,326,326,1425,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:10,325.5,326.25,323.2,323.8,1875,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:15,322,323.8,322,322.95,450,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:20,322.25,322.25,321.1,321.25,450,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:25,321.25,322.65,321.25,322.65,525,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:30,318.15,327.8,318.15,327.8,1950,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:35,327.8,327.8,327.8,327.8,675,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:40,327.8,327.8,327.8,327.8,0,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:45,319.15,319.15,318.7,318.7,225,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:50,318.7,318.7,318.7,318.7,0,19650
NSE:NIFTY2580724450CE,2025-07-31 09:16:55,319.5,319.5,317.6,318.4,300,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:00,318.4,318.4,318.4,318.4,0,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:05,311.65,311.65,311.65,311.65,75,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:10,310,310,309.9,309.95,225,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:15,307.3,308.25,305.85,308.25,1875,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:20,308.25,308.25,308.25,308.25,0,19650
NSE:NIFTY2580724450CE,2025-07-31 09:17:25,308.25,308.25,308.25,308.25,0,19650
