symbol,timestamp,open,high,low,close,volume,oi
NSE:NIFTY2580724050CE,2025-08-01 09:19:25,696.7,696.75,696.7,696.75,300,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:30,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:35,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:40,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:45,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:50,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:19:55,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:00,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:05,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:10,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:15,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:20,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:25,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:30,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:35,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:40,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:45,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:50,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:20:55,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:00,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:05,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:10,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:15,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:20,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:25,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:30,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:35,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:40,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:45,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:50,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:21:55,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:00,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:05,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:10,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:15,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:20,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:25,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:30,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:35,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:40,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:45,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:50,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:22:55,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:23:00,696.75,696.75,696.75,696.75,0,825
NSE:NIFTY2580724050CE,2025-08-01 09:23:05,696.75,696.75,696.75,696.75,0,825
