symbol,timestamp,open,high,low,close,volume,oi
NSE:NIFTY2580724150CE,2025-08-01 09:29:00,559.7,570.8,559.7,570.8,225,2175
NSE:NIFTY2580724150CE,2025-08-01 09:30:00,570.8,570.8,570.8,570.8,0,2175
NSE:NIFTY2580724150CE,2025-08-01 09:31:00,561.05,561.05,561.05,561.05,75,2400
NSE:NIFTY2580724150CE,2025-08-01 09:32:00,561.05,561.05,561.05,561.05,0,2400
NSE:NIFTY2580724150CE,2025-08-01 09:33:00,561.05,561.05,561.05,561.05,0,2400
NSE:NIFTY2580724150CE,2025-08-01 09:34:00,561.05,561.05,561.05,561.05,0,2400
NSE:NIFTY2580724150CE,2025-08-01 09:35:00,594.9,603.35,594.9,603.35,150,2475
NSE:NIFTY2580724150CE,2025-08-01 09:36:00,603.35,603.35,603.35,603.35,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:37:00,603.35,603.35,603.35,603.35,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:38:00,603.35,603.35,603.35,603.35,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:39:00,603.35,603.35,603.35,603.35,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:40:00,594.25,594.8,594.25,594.8,150,2475
NSE:NIFTY2580724150CE,2025-08-01 09:41:00,594.75,596.75,594.5,596.75,225,2475
NSE:NIFTY2580724150CE,2025-08-01 09:42:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:43:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:44:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:45:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:46:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:47:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:48:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:49:00,596.75,596.75,596.75,596.75,0,2475
NSE:NIFTY2580724150CE,2025-08-01 09:50:00,589.2,589.2,589.2,589.2,75,2550
NSE:NIFTY2580724150CE,2025-08-01 09:51:00,593.2,593.2,593.2,593.2,75,2550
NSE:NIFTY2580724150CE,2025-08-01 09:52:00,593.2,593.2,593.2,593.2,0,2550
NSE:NIFTY2580724150CE,2025-08-01 09:53:00,593.2,593.2,593.2,593.2,0,2550
NSE:NIFTY2580724150CE,2025-08-01 09:54:00,578.35,578.35,578.35,578.35,75,2700
NSE:NIFTY2580724150CE,2025-08-01 09:55:00,578.35,578.35,578.35,578.35,0,2700
NSE:NIFTY2580724150CE,2025-08-01 09:56:00,578.35,578.35,578.35,578.35,0,2700
NSE:NIFTY2580724150CE,2025-08-01 09:57:00,578.35,578.35,578.35,578.35,0,2700
NSE:NIFTY2580724150CE,2025-08-01 09:58:00,573.85,573.85,573.85,573.85,75,2700
NSE:NIFTY2580724150CE,2025-08-01 09:59:00,573.85,573.85,573.85,573.85,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:00:00,573.85,573.85,573.85,573.85,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:01:00,573.85,573.85,573.85,573.85,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:02:00,573.85,573.85,573.85,573.85,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:03:00,573.85,573.85,573.85,573.85,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:04:00,600.1,607.8,600.1,607.8,450,2700
NSE:NIFTY2580724150CE,2025-08-01 10:05:00,607.8,607.8,607.8,607.8,0,2700
NSE:NIFTY2580724150CE,2025-08-01 10:06:00,590.4,590.4,590.4,590.4,75,2625
NSE:NIFTY2580724150CE,2025-08-01 10:07:00,596.85,596.85,596.85,596.85,75,2625
NSE:NIFTY2580724150CE,2025-08-01 10:08:00,596.85,596.85,596.85,596.85,0,2625
NSE:NIFTY2580724150CE,2025-08-01 10:09:00,596.85,596.85,596.85,596.85,0,2625
NSE:NIFTY2580724150CE,2025-08-01 10:10:00,596.85,596.85,596.85,596.85,0,2625
NSE:NIFTY2580724150CE,2025-08-01 10:11:00,620.1,620.1,620.1,620.1,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:12:00,620.1,620.1,620.1,620.1,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:13:00,623.2,623.2,623.2,623.2,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:14:00,623.2,623.2,623.2,623.2,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:15:00,623.2,623.2,623.2,623.2,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:16:00,616.5,616.5,616.5,616.5,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:17:00,616.5,616.5,616.5,616.5,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:18:00,616.5,616.5,616.5,616.5,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:19:00,616.5,616.5,616.5,616.5,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:20:00,636.7,636.7,636.7,636.7,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:21:00,636.7,636.7,636.7,636.7,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:22:00,642.45,642.45,642.45,642.45,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:23:00,642.45,642.45,642.45,642.45,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:24:00,633.75,634.5,633.75,634.5,150,2550
NSE:NIFTY2580724150CE,2025-08-01 10:25:00,636.7,636.7,636.7,636.7,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:26:00,639.8,639.8,639.8,639.8,75,2550
NSE:NIFTY2580724150CE,2025-08-01 10:27:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:28:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:29:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:30:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:31:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:32:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:33:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:34:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:35:00,639.8,639.8,639.8,639.8,0,2550
NSE:NIFTY2580724150CE,2025-08-01 10:36:00,651.2,654.4,651.2,654.35,375,2625
NSE:NIFTY2580724150CE,2025-08-01 10:37:00,654.15,654.15,654.15,654.15,75,2625
NSE:NIFTY2580724150CE,2025-08-01 10:38:00,654.15,654.15,654.15,654.15,0,2625
NSE:NIFTY2580724150CE,2025-08-01 10:39:00,644.3,644.3,644.3,644.3,75,2625
NSE:NIFTY2580724150CE,2025-08-01 10:40:00,650.15,650.15,647.15,647.15,150,2250
NSE:NIFTY2580724150CE,2025-08-01 10:41:00,641.1,641.1,641.1,641.1,75,2250
NSE:NIFTY2580724150CE,2025-08-01 10:42:00,641.1,641.1,641.1,641.1,0,2250
NSE:NIFTY2580724150CE,2025-08-01 10:43:00,641.1,641.1,641.1,641.1,0,2250
