symbol,timestamp,open,high,low,close,volume,oi
NSE:NIFTY2580724350CE,2025-07-31 09:15:00,418.3,419,418.3,419,150,4725
NSE:NIFTY2580724350CE,2025-07-31 09:16:00,402.45,407.65,396.45,397.55,1575,4725
NSE:NIFTY2580724350CE,2025-07-31 09:17:00,396,396,383.95,387.45,450,4725
NSE:NIFTY2580724350CE,2025-07-31 09:18:00,399.85,409.75,398.85,398.85,4425,4725
NSE:NIFTY2580724350CE,2025-07-31 09:19:00,403.3,408.75,403.3,408.75,1050,8025
NSE:NIFTY2580724350CE,2025-07-31 09:20:00,434.3,439.3,434.3,437.25,375,8025
NSE:NIFTY2580724350CE,2025-07-31 09:21:00,429.1,429.1,429.1,429.1,225,8025
NSE:NIFTY2580724350CE,2025-07-31 09:22:00,433.8,433.8,421.45,433.65,1950,8250
NSE:NIFTY2580724350CE,2025-07-31 09:23:00,440.6,441.05,437.85,437.85,3150,8250
NSE:NIFTY2580724350CE,2025-07-31 09:24:00,431.9,434.25,427.7,427.7,2925,8250
NSE:NIFTY2580724350CE,2025-07-31 09:25:00,427.7,427.7,427.7,427.7,0,8250
NSE:NIFTY2580724350CE,2025-07-31 09:26:00,419.45,419.45,419.45,419.45,75,9300
NSE:NIFTY2580724350CE,2025-07-31 09:27:00,435,439.25,435,439.25,300,9075
NSE:NIFTY2580724350CE,2025-07-31 09:28:00,439.4,439.4,439.4,439.4,300,9075
NSE:NIFTY2580724350CE,2025-07-31 09:29:00,439.4,439.4,439.4,439.4,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:30:00,423,423,420.5,422,1725,9000
NSE:NIFTY2580724350CE,2025-07-31 09:31:00,422,422,422,422,0,9000
NSE:NIFTY2580724350CE,2025-07-31 09:32:00,422,422,422,422,0,9000
NSE:NIFTY2580724350CE,2025-07-31 09:33:00,422,422,421.8,421.8,450,8775
NSE:NIFTY2580724350CE,2025-07-31 09:34:00,421.8,421.8,421.8,421.8,0,8775
NSE:NIFTY2580724350CE,2025-07-31 09:35:00,422.45,422.45,422.05,422.35,525,8775
NSE:NIFTY2580724350CE,2025-07-31 09:36:00,423.95,423.95,419.95,419.95,225,8775
NSE:NIFTY2580724350CE,2025-07-31 09:37:00,419.55,419.55,419.55,419.55,75,8400
NSE:NIFTY2580724350CE,2025-07-31 09:38:00,422.3,422.3,415.65,415.65,825,8400
NSE:NIFTY2580724350CE,2025-07-31 09:39:00,416.2,419.25,415.05,416.7,825,8700
NSE:NIFTY2580724350CE,2025-07-31 09:40:00,416,416,416,416,1050,8700
NSE:NIFTY2580724350CE,2025-07-31 09:41:00,429.5,429.5,429.5,429.5,75,8700
NSE:NIFTY2580724350CE,2025-07-31 09:42:00,429.5,429.5,429.5,429.5,0,8700
NSE:NIFTY2580724350CE,2025-07-31 09:43:00,424.95,424.95,424.95,424.95,75,9075
NSE:NIFTY2580724350CE,2025-07-31 09:44:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:45:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:46:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:47:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:48:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:49:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:50:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:51:00,424.95,424.95,424.95,424.95,150,9075
NSE:NIFTY2580724350CE,2025-07-31 09:52:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:53:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:54:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:55:00,424.95,424.95,424.95,424.95,0,9075
NSE:NIFTY2580724350CE,2025-07-31 09:56:00,427.15,427.15,427.15,427.15,225,9225
NSE:NIFTY2580724350CE,2025-07-31 09:57:00,427.15,427.15,427.15,427.15,0,9225
NSE:NIFTY2580724350CE,2025-07-31 09:58:00,427.15,427.15,427.15,427.15,0,9225
NSE:NIFTY2580724350CE,2025-07-31 09:59:00,418.55,418.55,418.55,418.55,525,9225
NSE:NIFTY2580724350CE,2025-07-31 10:00:00,407,407,398,398,1050,9300
NSE:NIFTY2580724350CE,2025-07-31 10:01:00,400.3,400.3,399.35,399.35,150,9300
NSE:NIFTY2580724350CE,2025-07-31 10:02:00,399.35,399.35,399.35,399.35,0,9300
NSE:NIFTY2580724350CE,2025-07-31 10:03:00,389,393.3,389,393.3,150,9375
NSE:NIFTY2580724350CE,2025-07-31 10:04:00,393.3,393.3,391.75,391.75,300,9375
NSE:NIFTY2580724350CE,2025-07-31 10:05:00,395,398.45,395,398.45,225,9375
NSE:NIFTY2580724350CE,2025-07-31 10:06:00,398.45,398.45,398.45,398.45,0,9375
NSE:NIFTY2580724350CE,2025-07-31 10:07:00,401.4,405.35,401.4,405.1,450,9525
NSE:NIFTY2580724350CE,2025-07-31 10:08:00,409.05,409.05,406.9,406.9,825,9525
NSE:NIFTY2580724350CE,2025-07-31 10:09:00,403.2,403.2,403.2,403.2,75,9525
NSE:NIFTY2580724350CE,2025-07-31 10:10:00,399.2,399.2,399.2,399.2,75,9375
NSE:NIFTY2580724350CE,2025-07-31 10:11:00,401.2,401.2,401.2,401.2,75,9375
NSE:NIFTY2580724350CE,2025-07-31 10:12:00,401.2,401.2,401.2,401.2,0,9375
NSE:NIFTY2580724350CE,2025-07-31 10:13:00,395,395,395,395,150,9525
NSE:NIFTY2580724350CE,2025-07-31 10:14:00,395,395,395,395,0,9525
NSE:NIFTY2580724350CE,2025-07-31 10:15:00,395,395,395,395,0,9525
NSE:NIFTY2580724350CE,2025-07-31 10:16:00,398.15,402.3,398.15,402.3,900,9525
NSE:NIFTY2580724350CE,2025-07-31 10:17:00,402.3,402.3,402.3,402.3,0,9525
NSE:NIFTY2580724350CE,2025-07-31 10:18:00,402.3,402.3,402.3,402.3,150,9525
NSE:NIFTY2580724350CE,2025-07-31 10:19:00,402.3,402.3,402.3,402.3,0,9525
NSE:NIFTY2580724350CE,2025-07-31 10:20:00,402.3,402.3,402.3,402.3,0,9525
NSE:NIFTY2580724350CE,2025-07-31 10:21:00,402.3,402.3,402.3,402.3,0,9525
